"day","exp","Site","Group","Treatment","Mouse","Statistic","Cell_pop"
24,15,"Spleen","3B","infected","3B-2",62.5,"CD4"
24,15,"Spleen","3B","infected","3B-3",63.1,"CD4"
24,15,"Spleen","3B","infected","3B-4",61.7,"CD4"
24,15,"Spleen","3B","infected","3B-5",64.6,"CD4"
24,15,"Blood","3A","control","3A-1",69.9,"CD4"
24,15,"Blood","3A","control","3A-2",69.7,"CD4"
24,15,"Blood","3A","control","3A-3",71.3,"CD4"
24,15,"Blood","3A","control","3A-4",73.9,"CD4"
24,15,"Blood","3A","control","3A-5",71.6,"CD4"
24,15,"Blood","3B","infected","3B-1",70,"CD4"
24,15,"Blood","3B","infected","3B-2",73.1,"CD4"
24,15,"Blood","3B","infected","3B-3",71.7,"CD4"
24,15,"Blood","3B","infected","3B-4",65.8,"CD4"
24,15,"Blood","3B","infected","3B-5",68.3,"CD4"
28,15,"Blood","4A","control","4A-1",70.4,"CD4"
28,15,"Blood","4A","control","4A-2",68.1,"CD4"
28,15,"Blood","4A","control","4A-3",75.6,"CD4"
28,15,"Blood","4A","control","4A-4",68.4,"CD4"
28,15,"Blood","4A","control","4A-5",68.7,"CD4"
28,15,"Blood","4B","infected","4B-1",69.6,"CD4"
28,15,"Blood","4B","infected","4B-2",69.6,"CD4"
28,15,"Blood","4B","infected","4B-3",67.2,"CD4"
28,15,"Blood","4B","infected","4B-4",65.5,"CD4"
28,15,"Blood","4B","infected","4B-5",65.5,"CD4"
32,15,"Salivary Gland","4A","control","4A-1",69.3,"CD4"
32,15,"Salivary Gland","4A","control","4A-2",67.2,"CD4"
32,15,"Salivary Gland","4A","control","4A-3",68.7,"CD4"
32,15,"Salivary Gland","4A","control","4A-4",71,"CD4"
32,15,"Salivary Gland","4A","control","4A-5",69.2,"CD4"
32,15,"Salivary Gland","4B","infected","4B-1",69,"CD4"
32,15,"Salivary Gland","4B","infected","4B-2",66.3,"CD4"
32,15,"Salivary Gland","4B","infected","4B-3",70.8,"CD4"
32,15,"Salivary Gland","4B","infected","4B-4",71.6,"CD4"
32,15,"Salivary Gland","4B","infected","4B-5",69.5,"CD4"
32,15,"Spleen","4A","control","4A-1",66.6,"CD4"
32,15,"Spleen","4A","control","4A-2",66.9,"CD4"
32,15,"Spleen","4A","control","4A-3",64.6,"CD4"
32,15,"Spleen","4A","control","4A-4",68.3,"CD4"
32,15,"Spleen","4A","control","4A-5",64.8,"CD4"
32,15,"Spleen","4B","infected","4B-1",65.7,"CD4"
32,15,"Spleen","4B","infected","4B-2",65.4,"CD4"
32,15,"Spleen","4B","infected","4B-3",65,"CD4"
32,15,"Spleen","4B","infected","4B-4",62.8,"CD4"
32,15,"Spleen","4B","infected","4B-5",62.5,"CD4"
32,15,"Blood","4A","control","4A-1",70.3,"CD4"
32,15,"Blood","4A","control","4A-2",70.8,"CD4"
32,15,"Blood","4A","control","4A-3",69.6,"CD4"
32,15,"Blood","4A","control","4A-4",74.4,"CD4"
32,15,"Blood","4A","control","4A-5",71.5,"CD4"
32,15,"Blood","4B","infected","4B-1",66.8,"CD4"
32,15,"Blood","4B","infected","4B-2",72.4,"CD4"
32,15,"Blood","4B","infected","4B-3",71,"CD4"
32,15,"Blood","4B","infected","4B-4",69.2,"CD4"
32,15,"Blood","4B","infected","4B-5",71,"CD4"
4,15,"Blood","3A","control","3A-1",1.81,"CD4_KLRG1"
4,15,"Blood","3A","control","3A-2",0.56,"CD4_KLRG1"
4,15,"Blood","3A","control","3A-3",0.64,"CD4_KLRG1"
4,15,"Blood","3A","control","3A-4",0.45,"CD4_KLRG1"
4,15,"Blood","3A","control","3A-5",0.82,"CD4_KLRG1"
4,15,"Blood","3B","infected","3B-1",0.96,"CD4_KLRG1"
4,15,"Blood","3B","infected","3B-2",1.36,"CD4_KLRG1"
4,15,"Blood","3B","infected","3B-3",0.89,"CD4_KLRG1"
4,15,"Blood","3B","infected","3B-4",0.51,"CD4_KLRG1"
4,15,"Blood","3B","infected","3B-5",1.09,"CD4_KLRG1"
4,15,"Blood","4A","control","4A-1",1.43,"CD4_KLRG1"
4,15,"Blood","4A","control","4A-2",0.49,"CD4_KLRG1"
4,15,"Blood","4A","control","4A-3",0.51,"CD4_KLRG1"
4,15,"Blood","4A","control","4A-4",0.7,"CD4_KLRG1"
4,15,"Blood","4A","control","4A-5",0.67,"CD4_KLRG1"
4,15,"Blood","4B","infected","4B-1",0.67,"CD4_KLRG1"
4,15,"Blood","4B","infected","4B-2",0.8,"CD4_KLRG1"
4,15,"Blood","4B","infected","4B-3",0.9,"CD4_KLRG1"
4,15,"Blood","4B","infected","4B-4",0.78,"CD4_KLRG1"
4,15,"Blood","4B","infected","4B-5",0.87,"CD4_KLRG1"
8,15,"Blood","3A","control","3A-1",0.97,"CD4_KLRG1"
8,15,"Blood","3A","control","3A-2",0.7,"CD4_KLRG1"
8,15,"Blood","3A","control","3A-3",1.09,"CD4_KLRG1"
8,15,"Blood","3A","control","3A-4",0.91,"CD4_KLRG1"
8,15,"Blood","3A","control","3A-5",0.92,"CD4_KLRG1"
8,15,"Blood","3B","infected","3B-1",0.79,"CD4_KLRG1"
8,15,"Blood","3B","infected","3B-2",0.86,"CD4_KLRG1"
8,15,"Blood","3B","infected","3B-3",0.62,"CD4_KLRG1"
8,15,"Blood","3B","infected","3B-4",0.85,"CD4_KLRG1"
8,15,"Blood","3B","infected","3B-5",1.01,"CD4_KLRG1"
8,15,"Blood","4A","control","4A-1",0.86,"CD4_KLRG1"
8,15,"Blood","4A","control","4A-2",0.67,"CD4_KLRG1"
8,15,"Blood","4A","control","4A-3",0.54,"CD4_KLRG1"
8,15,"Blood","4A","control","4A-4",1.39,"CD4_KLRG1"
8,15,"Blood","4A","control","4A-5",0.98,"CD4_KLRG1"
8,15,"Blood","4B","infected","4B-1",0.73,"CD4_KLRG1"
8,15,"Blood","4B","infected","4B-2",1.28,"CD4_KLRG1"
8,15,"Blood","4B","infected","4B-3",0.42,"CD4_KLRG1"
8,15,"Blood","4B","infected","4B-4",0.9,"CD4_KLRG1"
8,15,"Blood","4B","infected","4B-5",0.83,"CD4_KLRG1"
12,15,"Blood","3A","control","3A-1",0.62,"CD4_KLRG1"
12,15,"Blood","3A","control","3A-2",0.82,"CD4_KLRG1"
12,15,"Blood","3A","control","3A-3",0.9,"CD4_KLRG1"
12,15,"Blood","3A","control","3A-4",0.79,"CD4_KLRG1"
12,15,"Blood","3A","control","3A-5",0.77,"CD4_KLRG1"
12,15,"Blood","3B","infected","3B-1",1.6,"CD4_KLRG1"
12,15,"Blood","3B","infected","3B-2",1.11,"CD4_KLRG1"
12,15,"Blood","3B","infected","3B-3",1.32,"CD4_KLRG1"
12,15,"Blood","3B","infected","3B-4",0.73,"CD4_KLRG1"
12,15,"Blood","3B","infected","3B-5",1.07,"CD4_KLRG1"
12,15,"Blood","4A","control","4A-1",0.73,"CD4_KLRG1"
12,15,"Blood","4A","control","4A-2",0.64,"CD4_KLRG1"
12,15,"Blood","4A","control","4A-3",1.07,"CD4_KLRG1"
12,15,"Blood","4A","control","4A-4",0.54,"CD4_KLRG1"
12,15,"Blood","4A","control","4A-5",1.05,"CD4_KLRG1"
12,15,"Blood","4B","infected","4B-1",0.77,"CD4_KLRG1"
12,15,"Blood","4B","infected","4B-2",0.99,"CD4_KLRG1"
12,15,"Blood","4B","infected","4B-3",1.06,"CD4_KLRG1"
12,15,"Blood","4B","infected","4B-4",1.46,"CD4_KLRG1"
12,15,"Blood","4B","infected","4B-5",0.92,"CD4_KLRG1"
16,15,"Blood","3A","control","3A-1",0.76,"CD4_KLRG1"
16,15,"Blood","3A","control","3A-2",0.84,"CD4_KLRG1"
16,15,"Blood","3A","control","3A-3",0.73,"CD4_KLRG1"
16,15,"Blood","3A","control","3A-4",0.59,"CD4_KLRG1"
16,15,"Blood","3A","control","3A-5",0.88,"CD4_KLRG1"
16,15,"Blood","3B","infected","3B-1",1.48,"CD4_KLRG1"
16,15,"Blood","3B","infected","3B-2",0.76,"CD4_KLRG1"
16,15,"Blood","3B","infected","3B-3",1.71,"CD4_KLRG1"
16,15,"Blood","3B","infected","3B-4",1.17,"CD4_KLRG1"
16,15,"Blood","3B","infected","3B-5",0.84,"CD4_KLRG1"
16,15,"Blood","4A","control","4A-1",0.55,"CD4_KLRG1"
16,15,"Blood","4A","control","4A-2",0.88,"CD4_KLRG1"
16,15,"Blood","4A","control","4A-3",0.7,"CD4_KLRG1"
16,15,"Blood","4A","control","4A-4",0.76,"CD4_KLRG1"
16,15,"Blood","4A","control","4A-5",0.98,"CD4_KLRG1"
16,15,"Blood","4B","infected","4B-1",1.07,"CD4_KLRG1"
16,15,"Blood","4B","infected","4B-2",1.06,"CD4_KLRG1"
16,15,"Blood","4B","infected","4B-3",0.71,"CD4_KLRG1"
16,15,"Blood","4B","infected","4B-4",0.76,"CD4_KLRG1"
16,15,"Blood","4B","infected","4B-5",0.92,"CD4_KLRG1"
20,15,"Blood","3A","control","3A-1",0.74,"CD4_KLRG1"
20,15,"Blood","3A","control","3A-2",0.63,"CD4_KLRG1"
20,15,"Blood","3A","control","3A-3",0.45,"CD4_KLRG1"
20,15,"Blood","3A","control","3A-4",0.65,"CD4_KLRG1"
20,15,"Blood","3A","control","3A-5",0.68,"CD4_KLRG1"
20,15,"Blood","3B","infected","3B-1",0.96,"CD4_KLRG1"
20,15,"Blood","3B","infected","3B-2",0.46,"CD4_KLRG1"
20,15,"Blood","3B","infected","3B-3",0.83,"CD4_KLRG1"
20,15,"Blood","3B","infected","3B-4",0.65,"CD4_KLRG1"
20,15,"Blood","3B","infected","3B-5",1.06,"CD4_KLRG1"
20,15,"Blood","4A","control","4A-1",0.9,"CD4_KLRG1"
20,15,"Blood","4A","control","4A-2",0.85,"CD4_KLRG1"
20,15,"Blood","4A","control","4A-3",0.44,"CD4_KLRG1"
20,15,"Blood","4A","control","4A-4",0.81,"CD4_KLRG1"
20,15,"Blood","4A","control","4A-5",0.58,"CD4_KLRG1"
20,15,"Blood","4B","infected","4B-1",1.05,"CD4_KLRG1"
20,15,"Blood","4B","infected","4B-2",0.61,"CD4_KLRG1"
20,15,"Blood","4B","infected","4B-3",0.46,"CD4_KLRG1"
20,15,"Blood","4B","infected","4B-4",0.68,"CD4_KLRG1"
20,15,"Blood","4B","infected","4B-5",0.63,"CD4_KLRG1"
24,15,"Salivary Gland","3A","control","3A-1",0.58,"CD4_KLRG1"
24,15,"Salivary Gland","3A","control","3A-2",0.64,"CD4_KLRG1"
24,15,"Salivary Gland","3A","control","3A-3",8.87,"CD4_KLRG1"
24,15,"Salivary Gland","3A","control","3A-4",0.66,"CD4_KLRG1"
24,15,"Salivary Gland","3A","control","3A-5",0.74,"CD4_KLRG1"
24,15,"Salivary Gland","3B","infected","3B-1",1.29,"CD4_KLRG1"
24,15,"Salivary Gland","3B","infected","3B-2",1.12,"CD4_KLRG1"
24,15,"Salivary Gland","3B","infected","3B-3",1.63,"CD4_KLRG1"
24,15,"Salivary Gland","3B","infected","3B-4",0.9,"CD4_KLRG1"
24,15,"Salivary Gland","3B","infected","3B-5",0.73,"CD4_KLRG1"
24,15,"Spleen","3A","control","3A-1",1.21,"CD4_KLRG1"
24,15,"Spleen","3A","control","3A-2",0.83,"CD4_KLRG1"
24,15,"Spleen","3A","control","3A-3",1.43,"CD4_KLRG1"
24,15,"Spleen","3A","control","3A-4",1.46,"CD4_KLRG1"
24,15,"Spleen","3A","control","3A-5",1.11,"CD4_KLRG1"
24,15,"Spleen","3B","infected","3B-1",1.53,"CD4_KLRG1"
24,15,"Spleen","3B","infected","3B-2",1.01,"CD4_KLRG1"
24,15,"Spleen","3B","infected","3B-3",1.41,"CD4_KLRG1"
24,15,"Spleen","3B","infected","3B-4",1.09,"CD4_KLRG1"
24,15,"Spleen","3B","infected","3B-5",1.13,"CD4_KLRG1"
24,15,"Blood","3A","control","3A-1",1.34,"CD4_KLRG1"
24,15,"Blood","3A","control","3A-2",1.02,"CD4_KLRG1"
24,15,"Blood","3A","control","3A-3",1.49,"CD4_KLRG1"
24,15,"Blood","3A","control","3A-4",1.41,"CD4_KLRG1"
24,15,"Blood","3A","control","3A-5",0.91,"CD4_KLRG1"
24,15,"Blood","3B","infected","3B-1",1.31,"CD4_KLRG1"
24,15,"Blood","3B","infected","3B-2",1.04,"CD4_KLRG1"
24,15,"Blood","3B","infected","3B-3",0.93,"CD4_KLRG1"
24,15,"Blood","3B","infected","3B-4",1.34,"CD4_KLRG1"
24,15,"Blood","3B","infected","3B-5",1.05,"CD4_KLRG1"
28,15,"Blood","4A","control","4A-1",0.38,"CD4_KLRG1"
28,15,"Blood","4A","control","4A-2",0.61,"CD4_KLRG1"
28,15,"Blood","4A","control","4A-3",0.32,"CD4_KLRG1"
28,15,"Blood","4A","control","4A-4",0.5,"CD4_KLRG1"
28,15,"Blood","4A","control","4A-5",0.55,"CD4_KLRG1"
28,15,"Blood","4B","infected","4B-1",0.63,"CD4_KLRG1"
28,15,"Blood","4B","infected","4B-2",0.93,"CD4_KLRG1"
28,15,"Blood","4B","infected","4B-3",0.55,"CD4_KLRG1"
28,15,"Blood","4B","infected","4B-4",0.39,"CD4_KLRG1"
28,15,"Blood","4B","infected","4B-5",0.55,"CD4_KLRG1"
32,15,"Salivary Gland","4A","control","4A-1",0.56,"CD4_KLRG1"
32,15,"Salivary Gland","4A","control","4A-2",0.91,"CD4_KLRG1"
32,15,"Salivary Gland","4A","control","4A-3",0.33,"CD4_KLRG1"
32,15,"Salivary Gland","4A","control","4A-4",0.43,"CD4_KLRG1"
32,15,"Salivary Gland","4A","control","4A-5",0.7,"CD4_KLRG1"
32,15,"Salivary Gland","4B","infected","4B-1",0.79,"CD4_KLRG1"
32,15,"Salivary Gland","4B","infected","4B-2",0.85,"CD4_KLRG1"
32,15,"Salivary Gland","4B","infected","4B-3",0.67,"CD4_KLRG1"
32,15,"Salivary Gland","4B","infected","4B-4",0.41,"CD4_KLRG1"
32,15,"Salivary Gland","4B","infected","4B-5",0.71,"CD4_KLRG1"
32,15,"Spleen","4A","control","4A-1",1.45,"CD4_KLRG1"
32,15,"Spleen","4A","control","4A-2",1.23,"CD4_KLRG1"
32,15,"Spleen","4A","control","4A-3",1.1,"CD4_KLRG1"
32,15,"Spleen","4A","control","4A-4",1.15,"CD4_KLRG1"
32,15,"Spleen","4A","control","4A-5",1.13,"CD4_KLRG1"
32,15,"Spleen","4B","infected","4B-1",1.68,"CD4_KLRG1"
32,15,"Spleen","4B","infected","4B-2",1.65,"CD4_KLRG1"
32,15,"Spleen","4B","infected","4B-3",1.71,"CD4_KLRG1"
32,15,"Spleen","4B","infected","4B-4",1.34,"CD4_KLRG1"
32,15,"Spleen","4B","infected","4B-5",1.59,"CD4_KLRG1"
32,15,"Blood","4A","control","4A-1",0.82,"CD4_KLRG1"
32,15,"Blood","4A","control","4A-2",1.03,"CD4_KLRG1"
32,15,"Blood","4A","control","4A-3",1.16,"CD4_KLRG1"
32,15,"Blood","4A","control","4A-4",0.73,"CD4_KLRG1"
32,15,"Blood","4A","control","4A-5",0.98,"CD4_KLRG1"
32,15,"Blood","4B","infected","4B-1",1.17,"CD4_KLRG1"
32,15,"Blood","4B","infected","4B-2",2.37,"CD4_KLRG1"
32,15,"Blood","4B","infected","4B-3",1.51,"CD4_KLRG1"
32,15,"Blood","4B","infected","4B-4",1.92,"CD4_KLRG1"
32,15,"Blood","4B","infected","4B-5",1.36,"CD4_KLRG1"
4,15,"Blood","3A","control","3A-1",32.3,"CD8"
4,15,"Blood","3A","control","3A-2",31.5,"CD8"
4,15,"Blood","3A","control","3A-3",23.8,"CD8"
4,15,"Blood","3A","control","3A-4",27.6,"CD8"
4,15,"Blood","3A","control","3A-5",27,"CD8"
4,15,"Blood","3B","infected","3B-1",30.8,"CD8"
4,15,"Blood","3B","infected","3B-2",29.7,"CD8"
4,15,"Blood","3B","infected","3B-3",35.3,"CD8"
4,15,"Blood","3B","infected","3B-4",34.4,"CD8"
4,15,"Blood","3B","infected","3B-5",32,"CD8"
4,15,"Blood","4A","control","4A-1",34.3,"CD8"
4,15,"Blood","4A","control","4A-2",34,"CD8"
4,15,"Blood","4A","control","4A-3",30.8,"CD8"
4,15,"Blood","4A","control","4A-4",30,"CD8"
4,15,"Blood","4A","control","4A-5",26.5,"CD8"
4,15,"Blood","4B","infected","4B-1",27.8,"CD8"
4,15,"Blood","4B","infected","4B-2",26.8,"CD8"
4,15,"Blood","4B","infected","4B-3",29.4,"CD8"
4,15,"Blood","4B","infected","4B-4",29,"CD8"
4,15,"Blood","4B","infected","4B-5",31.8,"CD8"
8,15,"Blood","3A","control","3A-1",26.1,"CD8"
8,15,"Blood","3A","control","3A-2",21.3,"CD8"
8,15,"Blood","3A","control","3A-3",25.2,"CD8"
8,15,"Blood","3A","control","3A-4",23.8,"CD8"
8,15,"Blood","3A","control","3A-5",27.8,"CD8"
8,15,"Blood","3B","infected","3B-1",27.3,"CD8"
8,15,"Blood","3B","infected","3B-2",26.3,"CD8"
8,15,"Blood","3B","infected","3B-3",24.4,"CD8"
8,15,"Blood","3B","infected","3B-4",35.9,"CD8"
8,15,"Blood","3B","infected","3B-5",28,"CD8"
8,15,"Blood","4A","control","4A-1",24.8,"CD8"
8,15,"Blood","4A","control","4A-2",24.2,"CD8"
8,15,"Blood","4A","control","4A-3",22.6,"CD8"
8,15,"Blood","4A","control","4A-4",26.7,"CD8"
8,15,"Blood","4A","control","4A-5",29.8,"CD8"
8,15,"Blood","4B","infected","4B-1",25.2,"CD8"
8,15,"Blood","4B","infected","4B-2",32.1,"CD8"
8,15,"Blood","4B","infected","4B-3",26.9,"CD8"
8,15,"Blood","4B","infected","4B-4",31.9,"CD8"
8,15,"Blood","4B","infected","4B-5",28,"CD8"
12,15,"Blood","3A","control","3A-1",25.9,"CD8"
12,15,"Blood","3A","control","3A-2",22.5,"CD8"
12,15,"Blood","3A","control","3A-3",32.5,"CD8"
12,15,"Blood","3A","control","3A-4",24.7,"CD8"
12,15,"Blood","3A","control","3A-5",26.1,"CD8"
12,15,"Blood","3B","infected","3B-1",37.7,"CD8"
12,15,"Blood","3B","infected","3B-2",35.5,"CD8"
12,15,"Blood","3B","infected","3B-3",35.4,"CD8"
12,15,"Blood","3B","infected","3B-4",28.4,"CD8"
12,15,"Blood","3B","infected","3B-5",31.2,"CD8"
12,15,"Blood","4A","control","4A-1",32.5,"CD8"
12,15,"Blood","4A","control","4A-2",32.7,"CD8"
12,15,"Blood","4A","control","4A-3",31.2,"CD8"
12,15,"Blood","4A","control","4A-4",27.8,"CD8"
12,15,"Blood","4A","control","4A-5",33.3,"CD8"
12,15,"Blood","4B","infected","4B-1",32.2,"CD8"
12,15,"Blood","4B","infected","4B-2",35.2,"CD8"
12,15,"Blood","4B","infected","4B-3",33.2,"CD8"
12,15,"Blood","4B","infected","4B-4",35,"CD8"
12,15,"Blood","4B","infected","4B-5",36.7,"CD8"
16,15,"Blood","3A","control","3A-1",23.6,"CD8"
16,15,"Blood","3A","control","3A-2",27.7,"CD8"
16,15,"Blood","3A","control","3A-3",29.5,"CD8"
16,15,"Blood","3A","control","3A-4",27.6,"CD8"
16,15,"Blood","3A","control","3A-5",25,"CD8"
16,15,"Blood","3B","infected","3B-1",35.7,"CD8"
16,15,"Blood","3B","infected","3B-2",28.4,"CD8"
16,15,"Blood","3B","infected","3B-3",38.4,"CD8"
16,15,"Blood","3B","infected","3B-4",29.9,"CD8"
16,15,"Blood","3B","infected","3B-5",27.2,"CD8"
16,15,"Blood","4A","control","4A-1",26.1,"CD8"
16,15,"Blood","4A","control","4A-2",29.3,"CD8"
16,15,"Blood","4A","control","4A-3",30.2,"CD8"
16,15,"Blood","4A","control","4A-4",28.3,"CD8"
16,15,"Blood","4A","control","4A-5",29.7,"CD8"
16,15,"Blood","4B","infected","4B-1",30.2,"CD8"
16,15,"Blood","4B","infected","4B-2",26.9,"CD8"
16,15,"Blood","4B","infected","4B-3",26.4,"CD8"
16,15,"Blood","4B","infected","4B-4",31.4,"CD8"
16,15,"Blood","4B","infected","4B-5",32.2,"CD8"
20,15,"Blood","3A","control","3A-1",31.5,"CD8"
20,15,"Blood","3A","control","3A-2",27.2,"CD8"
20,15,"Blood","3A","control","3A-3",27.6,"CD8"
20,15,"Blood","3A","control","3A-4",29.5,"CD8"
20,15,"Blood","3A","control","3A-5",31.2,"CD8"
20,15,"Blood","3B","infected","3B-1",37.2,"CD8"
20,15,"Blood","3B","infected","3B-2",30.6,"CD8"
20,15,"Blood","3B","infected","3B-3",30.5,"CD8"
20,15,"Blood","3B","infected","3B-4",35.9,"CD8"
20,15,"Blood","3B","infected","3B-5",34,"CD8"
20,15,"Blood","4A","control","4A-1",34.5,"CD8"
20,15,"Blood","4A","control","4A-2",31.3,"CD8"
20,15,"Blood","4A","control","4A-3",31.1,"CD8"
20,15,"Blood","4A","control","4A-4",30.3,"CD8"
20,15,"Blood","4A","control","4A-5",34.2,"CD8"
20,15,"Blood","4B","infected","4B-1",28.7,"CD8"
20,15,"Blood","4B","infected","4B-2",30.3,"CD8"
20,15,"Blood","4B","infected","4B-3",29.9,"CD8"
20,15,"Blood","4B","infected","4B-4",34,"CD8"
20,15,"Blood","4B","infected","4B-5",37.3,"CD8"
24,15,"Salivary Gland","3A","control","3A-1",24,"CD8"
24,15,"Salivary Gland","3A","control","3A-2",28.8,"CD8"
24,15,"Salivary Gland","3A","control","3A-3",18.9,"CD8"
24,15,"Salivary Gland","3A","control","3A-4",23.9,"CD8"
24,15,"Salivary Gland","3A","control","3A-5",30.7,"CD8"
24,15,"Salivary Gland","3B","infected","3B-1",31.8,"CD8"
24,15,"Salivary Gland","3B","infected","3B-2",28.7,"CD8"
24,15,"Salivary Gland","3B","infected","3B-3",29.3,"CD8"
24,15,"Salivary Gland","3B","infected","3B-4",29.9,"CD8"
24,15,"Salivary Gland","3B","infected","3B-5",27.4,"CD8"
24,15,"Spleen","3A","control","3A-1",33.8,"CD8"
24,15,"Spleen","3A","control","3A-2",33.2,"CD8"
24,15,"Spleen","3A","control","3A-3",32.8,"CD8"
24,15,"Spleen","3A","control","3A-4",33,"CD8"
24,15,"Spleen","3A","control","3A-5",36.5,"CD8"
24,15,"Spleen","3B","infected","3B-1",33.6,"CD8"
24,15,"Spleen","3B","infected","3B-2",34,"CD8"
24,15,"Spleen","3B","infected","3B-3",32.8,"CD8"
24,15,"Spleen","3B","infected","3B-4",34.6,"CD8"
24,15,"Spleen","3B","infected","3B-5",31.5,"CD8"
24,15,"Blood","3A","control","3A-1",24.2,"CD8"
24,15,"Blood","3A","control","3A-2",28.6,"CD8"
24,15,"Blood","3A","control","3A-3",25.1,"CD8"
24,15,"Blood","3A","control","3A-4",23.6,"CD8"
24,15,"Blood","3A","control","3A-5",25.7,"CD8"
24,15,"Blood","3B","infected","3B-1",27.9,"CD8"
24,15,"Blood","3B","infected","3B-2",24.9,"CD8"
24,15,"Blood","3B","infected","3B-3",26.2,"CD8"
24,15,"Blood","3B","infected","3B-4",31.5,"CD8"
24,15,"Blood","3B","infected","3B-5",28.6,"CD8"
28,15,"Blood","4A","control","4A-1",28,"CD8"
28,15,"Blood","4A","control","4A-2",29.5,"CD8"
28,15,"Blood","4A","control","4A-3",23,"CD8"
28,15,"Blood","4A","control","4A-4",29.5,"CD8"
28,15,"Blood","4A","control","4A-5",29,"CD8"
28,15,"Blood","4B","infected","4B-1",28.2,"CD8"
28,15,"Blood","4B","infected","4B-2",28.7,"CD8"
28,15,"Blood","4B","infected","4B-3",31.1,"CD8"
28,15,"Blood","4B","infected","4B-4",32.7,"CD8"
28,15,"Blood","4B","infected","4B-5",32.7,"CD8"
32,15,"Salivary Gland","4A","control","4A-1",28.6,"CD8"
32,15,"Salivary Gland","4A","control","4A-2",25.3,"CD8"
32,15,"Salivary Gland","4A","control","4A-3",29.1,"CD8"
32,15,"Salivary Gland","4A","control","4A-4",27.1,"CD8"
32,15,"Salivary Gland","4A","control","4A-5",28.7,"CD8"
32,15,"Salivary Gland","4B","infected","4B-1",28.6,"CD8"
32,15,"Salivary Gland","4B","infected","4B-2",29.5,"CD8"
32,15,"Salivary Gland","4B","infected","4B-3",26.9,"CD8"
32,15,"Salivary Gland","4B","infected","4B-4",26.4,"CD8"
32,15,"Salivary Gland","4B","infected","4B-5",28.1,"CD8"
32,15,"Spleen","4A","control","4A-1",29.6,"CD8"
32,15,"Spleen","4A","control","4A-2",29.9,"CD8"
32,15,"Spleen","4A","control","4A-3",32.3,"CD8"
32,15,"Spleen","4A","control","4A-4",28.4,"CD8"
32,15,"Spleen","4A","control","4A-5",31.6,"CD8"
32,15,"Spleen","4B","infected","4B-1",31.4,"CD8"
32,15,"Spleen","4B","infected","4B-2",31.6,"CD8"
32,15,"Spleen","4B","infected","4B-3",31.3,"CD8"
32,15,"Spleen","4B","infected","4B-4",33.8,"CD8"
32,15,"Spleen","4B","infected","4B-5",33.4,"CD8"
32,15,"Blood","4A","control","4A-1",27.7,"CD8"
32,15,"Blood","4A","control","4A-2",26.7,"CD8"
32,15,"Blood","4A","control","4A-3",27.8,"CD8"
32,15,"Blood","4A","control","4A-4",23.5,"CD8"
32,15,"Blood","4A","control","4A-5",26,"CD8"
32,15,"Blood","4B","infected","4B-1",30.9,"CD8"
32,15,"Blood","4B","infected","4B-2",25.2,"CD8"
32,15,"Blood","4B","infected","4B-3",27.1,"CD8"
32,15,"Blood","4B","infected","4B-4",28.7,"CD8"
32,15,"Blood","4B","infected","4B-5",26.8,"CD8"
4,16,"Blood","3C","control","3C-1",0.012,"IE1"
4,16,"Blood","3C","control","3C-2",0.016,"IE1"
4,16,"Blood","3C","control","3C-3",0.056,"IE1"
4,16,"Blood","3C","control","3C-4",0,"IE1"
4,16,"Blood","3C","control","3C-5",0.00718,"IE1"
4,16,"Blood","3D","infected","3D-1",0.019,"IE1"
4,16,"Blood","3D","infected","3D-2",0.016,"IE1"
4,16,"Blood","3D","infected","3D-3",0.012,"IE1"
4,16,"Blood","3D","infected","3D-4",0,"IE1"
4,16,"Blood","3D","infected","3D-5",0.051,"IE1"
4,16,"Blood","4C","control","4C-1",0.0095,"IE1"
4,16,"Blood","4C","control","4C-2",0.06,"IE1"
4,16,"Blood","4C","control","4C-3",0.016,"IE1"
4,16,"Blood","4C","control","4C-4",0.032,"IE1"
4,16,"Blood","4C","control","4C-5",0.012,"IE1"
4,16,"Blood","4D","infected","4D-1",0.012,"IE1"
4,16,"Blood","4D","infected","4D-2",0,"IE1"
4,16,"Blood","4D","infected","4D-3",0.02,"IE1"
4,16,"Blood","4D","infected","4D-4",0.025,"IE1"
8,16,"Blood","3C","control","3C-1",0.065,"IE1"
8,16,"Blood","3C","control","3C-2",0.062,"IE1"
8,16,"Blood","3C","control","3C-3",0.083,"IE1"
8,16,"Blood","3C","control","3C-4",0.063,"IE1"
8,16,"Blood","3C","control","3C-5",0.061,"IE1"
8,16,"Blood","3D","infected","3D-1",0.71,"IE1"
8,16,"Blood","3D","infected","3D-2",0.42,"IE1"
8,16,"Blood","3D","infected","3D-3",0.35,"IE1"
8,16,"Blood","3D","infected","3D-4",0.83,"IE1"
8,16,"Blood","3D","infected","3D-5",3.5,"IE1"
8,16,"Blood","4C","control","4C-1",0.086,"IE1"
8,16,"Blood","4C","control","4C-2",0.028,"IE1"
8,16,"Blood","4C","control","4C-3",0.029,"IE1"
8,16,"Blood","4C","control","4C-4",0.06,"IE1"
8,16,"Blood","4C","control","4C-5",0.041,"IE1"
8,16,"Blood","4D","infected","4D-1",1.19,"IE1"
8,16,"Blood","4D","infected","4D-2",0.21,"IE1"
8,16,"Blood","4D","infected","4D-3",0.028,"IE1"
